GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,UnicodeUnescaper,119,0,16,0,17,0,10,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,OctalUnescaper,70,0,12,0,13,0,9,0,3,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,AggregateTranslator,37,0,4,0,8,0,4,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,CharSequenceTranslator,111,0,12,0,30,0,11,0,5,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,LookupTranslator,107,0,14,0,25,0,9,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,CodePointTranslator,18,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,NumericEntityEscaper,76,0,10,0,20,0,12,0,7,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,UnicodeEscaper,136,0,18,0,26,0,16,0,7,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,EntityArrays,3450,0,2,0,26,0,14,0,13,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,NumericEntityUnescaper,205,0,48,0,41,0,27,0,3,0
JaCoCo Coverage Report,org.apache.commons.lang3.text.translate,NumericEntityUnescaper.OPTION,34,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,org.apache.commons.lang3,LocaleUtils,373,0,64,0,73,0,42,0,10,0
JaCoCo Coverage Report,org.apache.commons.lang3,EnumUtils,193,0,16,0,39,0,17,0,9,0
JaCoCo Coverage Report,org.apache.commons.lang3,StringEscapeUtils.CsvEscaper,66,0,4,0,11,0,5,0,3,0
JaCoCo Coverage Report,org.apache.commons.lang3,CharSet,301,0,34,0,60,0,26,0,9,0
JaCoCo Coverage Report,org.apache.commons.lang3,SerializationUtils.ClassLoaderAwareObjectInputStream,23,0,0,0,7,0,2,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3,RandomStringUtils,245,0,48,0,53,0,37,0,13,0
JaCoCo Coverage Report,org.apache.commons.lang3,Range,438,0,78,0,91,0,63,0,24,0
JaCoCo Coverage Report,org.apache.commons.lang3,AnnotationUtils.new ToStringStyle() {...},83,0,8,0,25,0,7,0,3,0
JaCoCo Coverage Report,org.apache.commons.lang3,BitField,150,0,14,0,27,0,25,0,18,0
JaCoCo Coverage Report,org.apache.commons.lang3,CharUtils,271,31,69,5,53,5,57,4,22,2
JaCoCo Coverage Report,org.apache.commons.lang3,CharRange,241,0,50,0,44,0,39,0,14,0
JaCoCo Coverage Report,org.apache.commons.lang3,AnnotationUtils,503,0,92,0,114,0,57,0,11,0
JaCoCo Coverage Report,org.apache.commons.lang3,LocaleUtils.SyncAvoid,19,0,0,0,5,0,2,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3,StringUtils.InitStripAccents,30,57,0,0,8,20,0,1,0,1
JaCoCo Coverage Report,org.apache.commons.lang3,CharRange.CharacterIterator,130,0,18,0,30,0,14,0,5,0
JaCoCo Coverage Report,org.apache.commons.lang3,ClassUtils,1187,0,234,0,301,0,158,0,41,0
JaCoCo Coverage Report,org.apache.commons.lang3,JavaVersion,308,0,32,0,57,0,24,0,8,0
JaCoCo Coverage Report,org.apache.commons.lang3,BooleanUtils,799,0,256,0,190,0,170,0,40,0
JaCoCo Coverage Report,org.apache.commons.lang3,Validate,591,0,86,0,116,0,82,0,39,0
JaCoCo Coverage Report,org.apache.commons.lang3,ArrayUtils,5047,89,1052,8,1208,26,748,6,220,4
JaCoCo Coverage Report,org.apache.commons.lang3,ObjectUtils,485,10,73,1,111,2,56,2,19,2
JaCoCo Coverage Report,org.apache.commons.lang3,CharEncoding,13,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3,Range.ComparableComparator,19,0,0,0,3,0,2,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3,StringEscapeUtils.CsvUnescaper,87,0,8,0,13,0,7,0,3,0
JaCoCo Coverage Report,org.apache.commons.lang3,SerializationException,16,0,0,0,8,0,4,0,4,0
JaCoCo Coverage Report,org.apache.commons.lang3,CharSequenceUtils,97,55,23,5,25,10,16,6,2,6
JaCoCo Coverage Report,org.apache.commons.lang3,ObjectUtils.Null,2,3,0,0,1,2,1,1,1,1
JaCoCo Coverage Report,org.apache.commons.lang3,StringEscapeUtils,435,0,0,0,47,0,14,0,14,0
JaCoCo Coverage Report,org.apache.commons.lang3,CharSetUtils,190,0,40,0,46,0,27,0,7,0
JaCoCo Coverage Report,org.apache.commons.lang3,SystemUtils,372,0,40,0,100,0,35,0,15,0
JaCoCo Coverage Report,org.apache.commons.lang3,StringUtils,391,4679,109,1036,78,1187,86,654,1,166
JaCoCo Coverage Report,org.apache.commons.lang3,SerializationUtils,152,0,14,0,51,0,13,0,6,0
JaCoCo Coverage Report,org.apache.commons.lang3.reflect,TypeUtils,1400,0,282,0,299,0,169,0,28,0
JaCoCo Coverage Report,org.apache.commons.lang3.reflect,MemberUtils,219,0,44,0,45,0,31,0,9,0
JaCoCo Coverage Report,org.apache.commons.lang3.reflect,FieldUtils,571,0,66,0,130,0,62,0,29,0
JaCoCo Coverage Report,org.apache.commons.lang3.reflect,ConstructorUtils,200,0,34,0,55,0,25,0,8,0
JaCoCo Coverage Report,org.apache.commons.lang3.reflect,MethodUtils,455,0,74,0,119,0,51,0,14,0
JaCoCo Coverage Report,org.apache.commons.lang3.event,EventUtils,109,0,0,0,17,0,3,0,3,0
JaCoCo Coverage Report,org.apache.commons.lang3.event,EventListenerSupport.ProxyInvocationHandler,25,0,2,0,5,0,3,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3.event,EventListenerSupport,184,0,2,0,46,0,15,0,14,0
JaCoCo Coverage Report,org.apache.commons.lang3.event,EventUtils.EventBindingInvocationHandler,60,0,8,0,11,0,7,0,3,0
JaCoCo Coverage Report,org.apache.commons.lang3.math,IEEE754rUtils,223,0,40,0,57,0,33,0,13,0
JaCoCo Coverage Report,org.apache.commons.lang3.math,NumberUtils,1487,0,362,0,375,0,230,0,48,0
JaCoCo Coverage Report,org.apache.commons.lang3.math,Fraction,1306,0,196,0,281,0,133,0,35,0
JaCoCo Coverage Report,org.apache.commons.lang3.concurrent,ConstantInitializer,57,0,6,0,14,0,9,0,6,0
JaCoCo Coverage Report,org.apache.commons.lang3.concurrent,BackgroundInitializer.InitializationTask,21,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang3.concurrent,BasicThreadFactory.Builder,77,0,6,0,26,0,11,0,8,0
JaCoCo Coverage Report,org.apache.commons.lang3.concurrent,TimedSemaphore,203,0,24,0,55,0,28,0,16,0
